apt,ident,lat,lon,elev,hdg
00CA,04,35.3493,-116.892998,0,50.0
00CA,22,35.360298,-116.877998,0,228.0
00WI,09,44.304199,-89.052002,0,87.2
00WI,27,44.304401,-89.048203,0,265.7
01A,5,62.940214,-152.272933,2034,70.0
01A,23,62.941297,-152.266286,2041,250.0
01ID,14,42.611,-112.035004,0,158.0
01ID,32,42.603699,-112.030998,0,338.0
01J,18,30.690901,-81.906403,59,172.5
01J,36,30.6817,-81.904999,59,352.5
01LS,09,30.7227,-91.0802,0,92.2
01LS,27,30.7225,-91.074501,0,272.3
01MT,13,48.794998,-114.886002,0,148.0
01MT,31,48.783298,-114.875,0,328.2
01OL,5,34.360722,-96.736473,1058,50.0
01OL,23,34.393055,-96.688889,1043,230.0
01WI,01,44.0056,-90.390503,0,9.6
01WI,19,44.011799,-90.389198,0,188.6
02FD,1,30.947599,-86.636002,190,5.7
02FD,19,30.9571,-86.634903,209,185.7
04CA,8,34.5666,-117.683,0,90.0
04CA,26,34.5667,-117.6575,0,270.0
04CL,08,33.081912,-116.443377,0,96.7
04CL,26,33.081291,-116.437102,0,276.7
04I,06,39.909199,-83.192802,920,57.9
04I,24,39.913101,-83.1847,920,237.9
04MS,17,32.944199,-90.837303,0,180.0
04MS,35,32.934898,-90.837303,0,0.0
04NV,02,35.751801,-115.667999,0,33.5
04NV,20,35.759201,-115.662003,0,213.3
04TT,18,29.719542,-99.545395,1550,181.8
04TT,36,29.70669,-99.54586,1523,1.8
04V,10,38.104099,-106.185997,0,118.0
04V,28,38.094101,-106.163002,0,298.0
04W,06,46.021301,-92.900101,1021,66.0
04W,24,46.024399,-92.890198,1009,246.0
05CL,10,38.613098,-122.397003,618,116.0
05CL,28,38.608601,-122.386002,618,297.6
05LS,02,31.247101,-92.478302,0,22.4
05LS,20,31.252899,-92.475502,0,202.4
05PS,06,40.141201,-77.865501,0,41.2
05PS,24,40.146,-77.860001,0,221.2
05V,03,37.4048,-105.559998,7696,41.0
05V,21,37.4175,-105.545998,7720,221.0
05Y,17,46.308399,-95.442299,1440,180.0
05Y,35,46.299599,-95.442299,1455,0.0
06FA,09,26.9081,-80.339203,28,90.0
06FA,27,26.908199,-80.317703,28,270.0
06MO,15,39.235298,-94.806396,0,156.6
06MO,33,39.227798,-94.8022,0,336.6
06N,08,41.430199,-74.396103,503,62.0
06N,26,41.433701,-74.387001,521,242.0
06TE,08,30.3123,-95.0308,0,83.9
06TE,26,30.313101,-95.022903,0,263.3
06TT,13,30.8629,-100.205704,2165,132.4
06TT,31,30.8571,-100.198303,2152,312.4
06WN,09,46.9263,-122.557999,0,111.6
06WN,27,46.923599,-122.547997,0,273.9
06Y,14,45.833199,-96.163597,1055,148.3
06Y,32,45.826199,-96.157402,1068,328.3
07B,16,44.451801,-68.5728,363,149.8
07B,34,44.444199,-68.566597,322,329.8
07FA,04,25.3207,-80.279198,0,40.0
07FA,22,25.330099,-80.270401,0,220.2
07IA,18,40.650081,-95.021511,971,177.0
07IA,36,40.645694,-95.021189,969,357.0
07K,15,41.116402,-98.053299,1715,163.2
07K,33,41.106701,-98.0494,1716,343.2
07MT,10,48.430302,-106.552002,2757,120.0
07MT,28,48.4118,-106.503998,2748,300.0
07TE,13,27.7258,-97.517502,39,134.0
07TE,31,27.7164,-97.506401,0,313.7
07Y,16,46.959499,-93.599297,0,161.2
07Y,34,46.952099,-93.595596,0,341.2
08B,14,44.001701,-69.889999,56,129.7
08B,32,43.998299,-69.8843,57,309.7
08MS,07,34.6605,-89.874199,0,70.0
08MS,25,34.664001,-89.862503,0,250.0
08R,11,41.489899,-71.624496,130,97.9
08R,29,41.489101,-71.616798,127,277.9
08UT,10,38.339349,-109.142381,7175,127.5
08UT,28,38.330686,-109.127975,7175,307.5
09CL,01,39.110001,-121.058998,2240,26.0
09CL,19,39.1175,-121.054001,2310,207.3
09FA,18,27.252199,-81.413101,0,180.0
09FA,36,27.238899,-81.413101,0,0.0
09S,16,48.8433,-117.283997,2621,180.0
09S,34,48.838501,-117.283997,2603,0.0
09TS,09,29.482401,-103.170998,0,90.0
09TS,27,29.482401,-103.157997,0,270.0
0AZ2,12,33.7794,-113.643997,0,131.0
0AZ2,30,33.776699,-113.639999,0,309.1
0AZ2,17,33.782799,-113.640999,0,183.0
0AZ2,35,33.7733,-113.641998,0,5.0
0B2,01,44.761501,-68.767097,0,348.0
0B2,19,44.766201,-68.768501,0,168.0
0C1,02,39.484699,-94.781799,0,19.0
0C1,20,39.490898,-94.779198,0,199.0
0C2,09,41.770901,-88.708397,760,90.0
0C2,27,41.770901,-88.6987,755,270.0
0C5,18,43.5816,-85.280602,960,180.0
0C5,36,43.571201,-85.280602,960,0.0
0C7,18,41.527302,-89.132896,727,178.0
0C7,36,41.516399,-89.132401,715,358.0
0C8,18,41.523399,-88.605103,640,180.0
0C8,36,41.515598,-88.605103,640,0.0
0CA3,10,34.590311,-120.018854,0,117.0
0CA3,28,34.587576,-120.012346,0,297.0
0CA6,04,32.747695,-116.019766,0,59.8
0CA6,22,32.751166,-116.012666,0,239.8
0CA9,16,35.5994,-120.338997,0,173.0
0CA9,34,35.590302,-120.337997,0,354.9
0CO2,11,38.854401,-106.938004,8980,121.1
0CO2,29,38.848801,-106.926003,8900,300.9
0D7,09,40.7906,-83.832603,949,90.0
0D7,27,40.7906,-83.8255,949,270.0
0G0,10,43.103298,-78.708603,588,91.0
0G0,28,43.1031,-78.698097,588,271.0
0H7,10,40.422298,-91.711403,0,99.4
0H7,28,40.421101,-91.701897,0,279.4
0I2,09,39.476799,-87.104897,645,91.0
0I2,27,39.4767,-87.094498,631,271.0
0ID2,11,44.4459,-113.785004,0,110.0
0ID2,29,44.4398,-113.761002,0,289.6
0ID9,6,46.784443,-116.475555,2803,61.2
0ID9,24,46.78611,-116.47113,2895,241.2
0IL7,18,39.785694,-88.546722,0,179.8
0IL7,36,39.78014,-88.546692,0,359.8
0J0,17,31.604099,-85.2388,0,172.0
0J0,35,31.596201,-85.237503,0,352.0
0KY1,10,36.766102,-86.623703,0,98.0
0KY1,28,36.764999,-86.6129,0,277.3
0MI8,17,44.894554,-84.301056,1276,170.0
0MI8,35,44.890568,-84.29995,1273,350.0
0MI8,4,44.890999,-84.301102,1275,36.0
0MI8,22,44.897202,-84.2948,1276,216.0
0MS0,04,32.4716,-88.620003,0,40.0
0MS0,22,32.478401,-88.613297,0,310.3
0N0,18,39.293598,-94.441902,0,186.4
0N0,36,39.285999,-94.443001,0,6.4
0N4,04,39.1992,-75.487503,0,27.2
0N4,22,39.205399,-75.483398,0,207.2
0N6,15,39.015099,-75.536102,0,143.4
0N6,33,39.010601,-75.531799,0,323.4
0NE6,17,40.4384,-98.071098,0,175.9
0NE6,35,40.428299,-98.070099,0,355.7
0O4,16,39.9473,-122.170998,293,180.0
0O4,34,39.939899,-122.170998,293,360.0
0O9,06,41.845001,-123.989998,0,81.7
0O9,24,41.846199,-123.978996,0,261.7
0OH8,03,40.184601,-84.258301,0,24.8
0OH8,21,40.192101,-84.253799,0,204.6
0OK3,16,35.626099,-98.523903,0,170.4
0OK3,34,35.612801,-98.521103,0,350.3
0P1,16,39.835201,-99.569504,0,167.0
0P1,34,39.828201,-99.567398,0,347.0
0Q3,07,38.223301,-122.453003,5,90.0
0Q3,25,38.223301,-122.443001,5,270.0
0Q3,17,38.2271,-122.453003,0,180.0
0Q3,35,38.2229,-122.453003,0,0.0
0Q4,10,36.5825,-119.661003,305,117.2
0Q4,28,36.579201,-119.653,296,297.2
0Q9,08,38.2579,-122.438003,0,99.0
0Q9,26,38.256901,-122.43,0,279.0
0R2,18,38.406399,-93.3321,0,182.2
0R2,36,38.3983,-93.332497,0,2.2
0R7,17,31.9972,-93.307899,177,180.0
0R7,35,31.9834,-93.307899,165,0.0
0S5,15,46.241798,-116.238998,0,173.9
0S5,33,46.235298,-116.237999,0,353.9
0TA7,05,30.141001,-103.905998,4680,58.5
0TA7,23,30.148199,-103.892998,4702,237.4
0TA7,12,30.157101,-103.905998,4688,128.5
0TA7,30,30.148199,-103.892998,4702,308.4
0TA7,15,30.161301,-103.899002,0,158.5
0TA7,33,30.148199,-103.892998,4702,338.4
0TE4,16,31.084999,-96.216499,0,164.6
0TE4,34,31.077,-96.213997,0,345.0
0TE5,17,27.4419,-99.1875,0,170.0
0TE5,35,27.425699,-99.184303,0,350.1
0TE7,17,30.260401,-98.623398,1515,175.0
0TE7,35,30.2432,-98.621696,1433,355.0
0TX1,18,32.358799,-97.675903,0,185.4
0TX1,36,32.349201,-97.676903,0,5.0
0U1,02,44.139198,-115.318001,0,39.9
0U1,20,44.145199,-115.310997,0,220.0
0U2,12,43.8069,-113.836998,0,141.3
0U2,30,43.797001,-113.825996,0,321.3
0U3,03,44.742802,-114.925003,0,54.1
0U3,21,44.746399,-114.917999,0,234.1
0U7,05,43.3228,-113.595001,0,73.8
0U7,23,43.324699,-113.585999,0,253.8
0U8,09,44.612099,-113.903999,0,105.3
0U8,27,44.608601,-113.886002,0,285.3
0WI1,04,45.503899,-92.145798,0,39.3
0WI1,22,45.510601,-92.1381,0,218.8
0WI4,08,43.828899,-89.358597,0,82.8
0WI4,26,43.830002,-89.346397,0,262.9
0XA4,15,28.003201,-98.885399,0,156.0
0XA4,33,27.9907,-98.878998,0,336.0
0XA5,13,28.688601,-98.386902,0,136.0
0XA5,31,28.6812,-98.378601,0,315.5
0XS7,13,29.198099,-100.280998,0,140.0
0XS7,31,29.1856,-100.268997,0,320.0
0Y4,17,43.167599,-95.4701,1452,178.8
0Y4,35,43.160801,-95.469902,1452,358.8
0Y6,18,43.418301,-93.511803,0,179.6
0Y6,36,43.409,-93.511703,0,359.6
10AZ,08,33.366402,-112.624001,860,90.0
10AZ,26,33.366402,-112.612999,860,270.0
10D,09,44.9538,-94.071701,1030,90.0
10D,27,44.9538,-94.059097,1030,270.0
11IA,18,42.351833,-92.51339,0,180.0
11IA,36,42.348061,-92.51339,0,0.0
11II,18,39.347301,-86.030899,0,176.9
11II,36,39.336102,-86.030197,0,357.2
11LS,07,30.975201,-92.571701,0,70.3
11LS,25,30.9769,-92.566299,0,249.9
11LS,09,30.976101,-92.571098,0,91.9
11LS,27,30.976,-92.567001,0,271.6
11S,08,48.266899,-124.32,312,100.6
11S,26,48.2654,-124.307999,355,280.6
12A,18,35.1828,-92.335098,0,181.0
12A,36,35.174,-92.335701,0,1.0
12NC,01,34.868999,-76.349197,0,0.5
12NC,19,34.878601,-76.349098,0,180.5
12NC,05,34.871899,-76.356003,0,46.6
12NC,23,34.878799,-76.347198,0,226.3
12NC,10,34.878502,-76.355003,0,90.5
12NC,28,34.878399,-76.343498,0,270.6
12TT,2,33.590691,-97.102562,756,21.5
12TT,20,33.596806,-97.09967,771,201.5
12WV,18,38.345779,-82.112556,603,169.0
12WV,36,38.342289,-82.11171,603,349.0
12WV,6,38.342481,-82.111962,0,45.0
12WV,24,38.344563,-82.108924,603,225.0
13ME,09,45.7757,-69.813301,1179,75.9
13ME,27,45.7771,-69.805298,1159,255.9
13NC,01,35.0229,-77.249298,0,0.4
13NC,19,35.033798,-77.249199,0,180.4
13NC,05,35.026299,-77.263603,0,44.6
13NC,23,35.034698,-77.253601,0,224.3
13Y,09,48.408298,-93.585602,1130,90.0
13Y,27,48.408298,-93.573196,1125,270.0
14AZ,06,31.906401,-111.128998,0,71.1
14AZ,24,31.910299,-111.115997,0,250.5
14MS,03,32.343399,-89.0355,0,30.0
14MS,21,32.347198,-89.032898,0,210.0
14MS,08,32.344398,-89.039703,0,79.6
14MS,26,32.3461,-89.028603,0,259.7
14NC,05,34.503101,-77.561699,0,52.3
14NC,23,34.511398,-77.548599,0,232.5
14OI,07,40.917599,-82.117996,1050,61.1
14OI,25,40.920898,-82.1101,1050,241.1
14S,12,46.8993,-124.103996,6,137.0
14S,30,46.8946,-124.098,8,317.0
14TS,16,27.429501,-98.607697,0,160.0
14TS,34,27.4139,-98.601303,0,340.0
14WS,15,45.780602,-91.5616,0,140.3
14WS,33,45.775398,-91.555397,0,320.3
15AR,14,34.828701,-90.5457,0,144.7
15AR,32,34.823101,-90.540901,0,324.9
15FL,09,30.15,-82.666901,0,90.0
15FL,27,30.15,-82.659698,0,270.0
15FL,18,30.1586,-82.666397,0,180.0
15FL,36,30.148899,-82.666397,0,0.0
15G,03,41.025398,-81.800201,1210,23.2
15G,21,41.031399,-81.796799,1210,203.2
15MN,05,45.259998,-94.514397,0,49.8
15MN,23,45.2644,-94.506897,0,271.9
16A,18,60.909199,-162.438995,11,196.0
16A,36,60.902802,-162.442001,12,16.0
16S,03,42.994999,-123.319,614,48.1
16S,21,42.999599,-123.311996,619,228.1
16X,17,33.084702,-97.359703,0,170.0
16X,35,33.076698,-97.358101,0,350.5
17FL,09,29.2906,-82.1362,0,90.0
17FL,27,29.2906,-82.124802,0,270.0
17FL,18,29.2906,-82.124802,0,180.0
17FL,36,29.269899,-82.124802,0,255.0
17TX,17,32.453098,-98.255402,0,175.5
17TX,35,32.444401,-98.254601,0,355.6
17XS,01,32.169601,-98.438599,1313,20.2
17XS,19,32.185902,-98.431503,1422,200.2
18AZ,06,33.816399,-111.903999,2490,72.6
18AZ,24,33.819698,-111.891998,2568,251.7
18K,03,37.381599,-100.188004,0,30.5
18K,21,37.387001,-100.183998,0,210.5
18TA,16,30.142099,-99.746101,0,160.0
18TA,34,30.130501,-99.741203,0,339.9
18TE,08,32.5853,-95.072197,359,91.0
18TE,26,32.585098,-95.055702,349,271.0
18Y,16,45.776001,-93.634399,1100,161.7
18Y,34,45.768398,-93.630798,1100,341.7
19AR,09,35.156799,-92.227097,0,92.4
19AR,27,35.156601,-92.221397,0,272.4
19AZ,17,34.609402,-111.865997,0,182.6
19AZ,35,34.600601,-111.864998,0,354.7
19MT,6,46.835304,-108.94812,4446,70.3
19MT,24,46.840836,-108.925545,4369,250.3
1A2,17,47.116501,-97.208397,973,180.0
1A2,35,47.108002,-97.208397,973,0.0
1AZ0,09,33.101398,-112.274002,0,101.7
1AZ0,27,33.0989,-112.259003,0,241.6
1C8,18,42.295502,-89.136101,740,180.0
1C8,36,42.288502,-89.136101,740,0.0
1C9,05W,36.950901,-121.467003,0,64.7
1C9,23W,36.9543,-121.458,0,244.7
1CA6,15,32.763928,-116.723724,0,162.8
1CA6,33,32.758754,-116.721818,0,342.8
1CD2,08,40.1665,-104.797997,0,80.0
1CD2,26,40.1679,-104.787003,0,223.0
1CO5,08,38.0158,-103.709,4232,94.6
1CO5,26,38.014999,-103.695999,4238,274.5
1CO5,18,38.018299,-103.697998,4252,193.0
1CO5,36,38.0117,-103.699997,4240,13.4
1D2,18,42.351002,-83.456497,696,177.0
1D2,36,42.3447,-83.4561,685,357.0
1D4,09,40.992599,-81.435799,1092,90.9
1D4,27,40.9925,-81.427399,1100,270.9
1D6,12,44.7328,-94.714996,1078,125.9
1D6,30,44.729,-94.707603,1077,305.9
1G8,16,40.472801,-80.626503,1084,159.8
1G8,34,40.466999,-80.623703,1084,339.8
1H4,17,42.422199,-74.006897,840,180.0
1H4,35,42.417198,-74.006897,800,360.0
1H9,01,45.8307,-91.8041,0,9.0
1H9,19,45.840401,-91.8013,0,189.0
1I9,18,40.546799,-86.681396,670,180.0
1I9,36,40.538898,-86.681396,667,0.0
1K1,17,37.781502,-97.1138,1364,176.0
1K1,35,37.768799,-97.112701,1349,356.0
1K6,17,38.376301,-98.598701,0,179.4
1K6,35,38.369301,-98.598602,0,359.4
1LS0,17,30.229401,-90.882698,0,174.0
1LS0,35,30.218599,-90.881401,0,354.0
1M8,09,41.8381,-71.0308,65,73.7
1M8,27,41.84,-71.022102,73,253.7
1MO3,SE,39.936298,-94.075684,0,155.0
1MO3,NW,39.928827,-94.071593,0,335.0
1MS8,13,32.946098,-88.5867,0,133.0
1MS8,31,32.934299,-88.571701,0,313.2
1MY1,09,45.985699,-96.2033,0,93.9
1MY1,27,45.984901,-96.1856,0,273.7
1N5,08,38.4128,-75.623001,0,63.3
1N5,26,38.4156,-75.615898,0,243.3
1N5,17,38.415501,-75.617302,0,154.7
1N5,35,38.4077,-75.612602,0,334.7
1O6,14,41.266499,-122.274002,0,156.4
1O6,32,41.259602,-122.269997,0,336.4
1OK3,17,34.5797,-97.8144,0,164.3
1OK3,35,34.569698,-97.810997,0,344.4
1Q1,13,36.164799,-119.052002,0,153.2
1Q1,31,36.16,-119.049004,0,218.7
1Q5,01,39.4459,-122.958,0,29.4
1Q5,19,39.455502,-122.950996,0,209.4
1S2,10,48.2598,-121.614998,544,111.0
1S2,28,48.257401,-121.605003,553,291.0
1S6,01,48.187401,-116.913002,0,35.3
1S6,19,48.194,-116.905998,0,270.0
1S7,11,45.674301,-116.308998,0,135.6
1S7,29,45.6693,-116.302002,0,315.7
1T8,16,29.742964,-98.45192,1080,149.0
1T8,34,29.742964,-98.45192,1080,329.0
1TE1,13,28.2542,-99.821297,650,136.2
1TE1,31,28.2463,-99.812698,0,240.3
1TS9,17,33.372665,-96.754639,780,180.6
1TS9,35,33.36462,-96.754745,787,0.6
1U0,06,42.9743,-113.355003,0,70.3
1U0,24,42.976398,-113.347,0,250.3
1U1,01,46.121601,-114.926003,0,33.3
1U1,19,46.1311,-114.917,0,213.3
1U3,12,43.218399,-116.552002,0,133.8
1U3,30,43.213501,-116.544998,0,313.8
1U4,14,44.980999,-116.286003,0,154.7
1U4,32,44.974998,-116.281998,0,334.7
1U6,16,42.239101,-113.877998,0,180.0
1U6,34,42.228699,-113.877998,0,0.0
1VA1,08,36.734001,-80.453499,2964,71.7
1VA1,26,36.7383,-80.437302,2902,251.7
1VA8,13,36.864399,-78.413498,0,127.2
1VA8,31,36.859501,-78.405296,0,284.0
1W1,07,45.627899,-122.410004,410,90.7
1W1,25,45.6278,-122.399002,429,270.7
1W3,09,39.605701,-78.764198,0,85.1
1W3,27,39.606201,-78.756699,0,265.1
1W3,16,39.606998,-78.7631,0,151.0
1W3,34,39.602001,-78.759499,0,331.0
1WA6,E,47.559399,-121.870003,0,88.0
1WA6,W,47.5597,-121.858002,0,268.0
1WI8,18,44.6394,-87.440498,0,176.9
1WI8,36,44.632301,-87.439903,0,356.6
1WN3,03,45.209999,-92.537598,0,30.7
1WN3,21,45.213699,-92.534401,0,211.3
1WN3,12,45.213402,-92.5392,0,124.0
1WN3,30,45.2103,-92.532799,0,304.5
1XS8,16,29.6399,-100.376999,0,160.0
1XS8,34,29.6283,-100.372002,0,339.5
1Y5,17,43.092098,-92.344803,1173,168.8
1Y5,35,43.084301,-92.342697,1167,348.8
1Y9,17,42.992001,-95.664001,0,181.0
1Y9,35,42.984299,-95.664001,0,1.0
1Z1,16,36.262798,-113.231003,0,176.3
1Z1,34,36.250198,-113.230003,0,356.3
20AR,08,35.307201,-92.323097,0,73.8
20AR,26,35.308601,-92.317299,0,252.0
20GA,10,33.757301,-84.892799,1064,97.0
20GA,28,33.755901,-84.877701,1094,277.0
20IA,2,41.520638,-93.802277,850,6.6
20IA,20,41.53252,-93.80043,837,186.6
21AZ,12,34.356098,-109.974998,6026,133.1
21AZ,30,34.348598,-109.964996,6066,312.2
21MU,18,36.569,-93.509102,1000,187.1
21MU,36,36.561298,-93.5103,1000,7.1
22XS,15,31.378099,-97.669197,720,153.5
22XS,33,31.3694,-97.6642,720,205.0
23D,17,48.582699,-96.5429,1025,170.5
23D,35,48.5756,-96.5411,1024,350.5
23ND,08,47.081299,-101.275002,0,80.0
23ND,26,47.083199,-101.259003,0,260.0
23XS,15,31.3634,-97.6745,720,152.0
23XS,33,31.358101,-97.671204,720,332.0
24AR,18,34.2015,-90.9524,0,185.8
24AR,36,34.194599,-90.953201,0,5.5
24C,06,42.9533,-85.351252,681,69.0
24C,24,42.955942,-85.341832,681,320.0
24C,12,42.956001,-85.348801,681,114.8
24C,30,42.9533,-85.340797,681,294.8
24C,15,42.955002,-85.344101,681,153.5
24C,33,42.9506,-85.341103,681,333.5
24CL,14,36.0975,-119.546997,205,157.1
24CL,32,36.080002,-119.538002,202,337.4
24IA,08,42.5158,-92.524597,970,90.0
24IA,26,42.5158,-92.514999,982,270.0
24K,17,44.976299,-115.728996,0,189.9
24K,35,44.972198,-115.730003,0,9.9
25IA,15,43.3969,-92.965111,0,150.5
25IA,33,43.393299,-92.962303,0,330.5
25NC,18,35.6376,-79.710701,0,173.0
25NC,36,35.629101,-79.709297,0,352.4
25TA,09,29.836599,-94.973099,0,90.0
25TA,27,29.836599,-94.9617,0,270.0
25TS,17,36.100601,-102.416,3961,180.0
25TS,35,36.0825,-102.416,0,0.0
26AR,10,35.216599,-91.812698,0,105.5
26AR,28,35.214401,-91.803001,0,285.5
26N,06,39.2607,-74.611298,5,47.0
26N,24,39.2663,-74.6036,4,227.0
26W,18,42.210899,-84.233398,0,181.4
26W,36,42.204899,-84.233597,0,1.4
27AZ,17,33.924702,-113.167,2180,184.9
27AZ,35,33.9142,-113.167999,2200,4.5
27C,03,43.626801,-85.265297,1022,35.0
27C,21,43.630001,-85.262199,1022,215.0
27C,09,43.629902,-85.265404,1022,90.0
27C,27,43.629902,-85.257698,1022,270.0
27IA,09,40.751301,-92.034103,750,90.0
27IA,27,40.751301,-92.027603,735,270.0
27MS,15,32.760838,-89.410759,358,146.6
27MS,33,32.755634,-89.406677,386,326.6
27W,09,47.820499,-120.724998,1936,109.0
27W,27,47.818298,-120.714996,0,289.0
28M,18,42.0275,-70.838997,70,164.1
28M,36,42.0228,-70.837196,70,344.1
28TA,14,27.8444,-98.727203,0,140.0
28TA,32,27.8228,-98.706703,0,320.0
29AZ,03,32.900299,-112.906998,737,45.5
29AZ,21,32.910801,-112.893997,732,340.0
29AZ,18,32.910599,-112.893997,0,191.4
29AZ,36,32.9025,-112.896004,0,11.8
29IA,17,40.760414,-95.624069,1092,173.0
29IA,35,40.752117,-95.62276,1116,353.0
29N,10,39.5243,-75.050003,0,96.0
29N,28,39.523701,-75.042702,0,276.0
29TX,15,34.098099,-99.368103,0,150.0
29TX,33,34.091,-99.363197,0,330.2
2B1,05,41.6828,-70.402603,91,33.4
2B1,23,41.687099,-70.398804,94,213.4
2B1,09,41.684299,-70.4076,98,72.9
2B1,27,41.686298,-70.398903,95,252.9
2B1,17,41.687801,-70.4039,103,153.8
2B1,35,41.683399,-70.401001,89,333.8
2B2,10,42.7952,-70.843399,0,87.0
2B2,28,42.795502,-70.835503,0,267.0
2C4,09,43.816799,-92.342499,0,90.7
2C4,27,43.8167,-92.3312,0,270.7
2C5,09,42.252499,-85.8563,740,90.0
2C5,27,42.252499,-85.844299,740,270.0
2C6,02,40.770302,-90.075996,658,19.0
2C6,20,40.777599,-90.0728,654,199.0
2CL9,07,38.3339,-121.310997,0,85.6
2CL9,25,38.334702,-121.296997,0,265.8
2CN4,16,35.654202,-119.882004,0,176.2
2CN4,34,35.643902,-119.880997,0,268.8
2D1,09,40.981701,-81.047401,1056,90.0
2D1,27,40.981701,-81.039803,1067,270.0
2D1,18,40.973701,-81.098701,0,179.6
2D1,36,40.9641,-81.098602,0,359.6
2D7,10,40.646801,-81.561798,984,92.0
2D7,28,40.6465,-81.5504,972,272.0
2E2,18,42.955299,-82.7761,0,177.8
2E2,36,42.947899,-82.775703,0,311.7
2E8,06,42.423199,-83.871498,0,49.0
2E8,24,42.426998,-83.865601,0,229.0
2F6,17,36.3591,-96.010902,670,180.0
2F6,35,36.351101,-96.011002,670,0.6
2F6,S,36.358501,-96.0103,670,180.0
2F6,N,36.351398,-96.010399,670,0.6
2G8,12,44.394699,-71.203102,0,90.8
2G8,30,44.3946,-71.192902,0,270.8
2IG4,18,38.859299,-87.499901,0,179.5
2IG4,36,38.843399,-87.499702,0,335.0
2IL3,18,41.518799,-90.379402,575,179.3
2IL3,36,41.512798,-90.379303,575,359.3
2IL9,04,41.429199,-87.785599,0,39.4
2IL9,22,41.436401,-87.777802,0,219.1
2J0,18,29.993,-84.395401,11,180.0
2J0,36,29.985901,-84.395401,11,282.0
2J9,14,30.600201,-84.560097,221,136.0
2J9,32,30.594999,-84.5541,207,316.0
2K1,15,36.6656,-97.810402,1061,157.0
2K1,33,36.662498,-97.8088,1061,337.0
2K1,17,36.665401,-97.808701,1061,180.0
2K1,35,36.659,-97.808701,1061,0.0
2K2,17,37.062901,-93.234398,1308,179.0
2K2,35,37.056,-93.2342,1336,359.0
2K8,17,37.2798,-97.758797,0,180.0
2K8,35,37.271,-97.758797,0,0.0
2KY5,16,38.378899,-83.156898,0,156.0
2KY5,34,38.371101,-83.152496,0,336.1
2L1,12,47.909599,-97.645401,1130,135.3
2L1,30,47.903702,-97.636703,1130,301.0
2M1,03,39.0144,-94.090401,0,30.0
2M1,21,39.024899,-94.082603,0,210.0
2NC0,14,35.871639,-82.345573,4432,136.0
2NC0,32,35.86625,-82.339304,4387,316.0
2OR1,04,44.825298,-120.501999,0,57.0
2OR1,22,44.831699,-120.487999,0,237.2
2P7,01,40.053001,-80.963699,1163,5.0
2P7,19,40.060699,-80.9627,1187,185.0
2Q5,06,39.200401,-119.685997,4939,60.0
2Q5,24,39.202702,-119.681,4937,240.0
2S0,10,48.352299,-120.098999,1597,117.8
2S0,28,48.348801,-120.088997,1597,297.8
2S1,17,47.4613,-122.475998,324,187.0
2S1,35,47.455898,-122.476997,308,7.0
2S5,07,47.655998,-120.063004,2640,90.0
2S5,25,47.655998,-120.050003,2640,270.0
2S6,17,45.298599,-122.953003,181,190.6
2S6,35,45.2911,-122.955002,162,10.6
2SC5,08,34.291,-82.0588,0,80.0
2SC5,26,34.2924,-82.048698,0,260.5
2SD9,18,45.455601,-99.010101,0,180.0
2SD9,36,45.448799,-99.010101,0,0.0
2TA6,01,31.8564,-96.199402,0,14.7
2TA6,19,31.8689,-96.195503,0,194.8
2TA8,13,26.864401,-98.228302,196,133.0
2TA8,31,26.8542,-98.215797,173,312.4
2TS6,17,32.516998,-96.927101,0,174.9
2TS6,35,32.508301,-96.926201,0,355.0
2TS8,15,29.2258,-97.874397,0,155.5
2TS8,33,29.2153,-97.868896,0,229.0
2TX3,18,29.224199,-100.616997,0,180.0
2TX3,36,29.2096,-100.616997,0,0.0
2TX4,17,27.990101,-99.377998,0,170.0
2TX4,35,27.9771,-99.375397,0,270.0
2U0,05,43.495998,-115.556999,0,72.0
2U0,23,43.500702,-115.537003,0,252.0
2U4,16,43.193298,-112.531998,0,180.0
2U4,34,43.185699,-112.531998,0,0.0
2U5,18,45.9921,-114.839996,0,201.9
2U5,36,45.9869,-114.843002,0,21.9
2U7,17,44.214298,-114.932999,0,190.6
2U7,35,44.202801,-114.935997,0,10.6
2VA9,03,38.7537,-77.789101,0,19.8
2VA9,21,38.7621,-77.785301,0,263.3
2VG2,NW,38.968092,-77.862177,557,127.0
2VG2,SE,38.975166,-77.877653,519,307.0
2W1,08,47.178001,-120.857002,0,98.4
2W1,26,47.1772,-120.848999,0,259.1
2W2,14,39.468498,-77.020103,760,125.0
2W2,32,39.465599,-77.014702,799,305.0
2WN3,09,44.3577,-88.766197,0,88.0
2WN3,27,44.358002,-88.756599,0,270.0
2WN3,18,44.3592,-88.761299,0,183.0
2WN3,36,44.356499,-88.761497,0,330.0
2WN5,11,44.007198,-90.023804,0,105.5
2WN5,29,44.005501,-90.014702,0,284.5
2XA0,17,33.983299,-99.712799,1479,180.0
2XA0,35,33.974701,-99.712799,0,338.0
2XS1,18,30.226,-98.301903,0,185.6
2XS1,36,30.213499,-98.303299,0,308.0
2XS2,15,28.2691,-100.165001,0,156.4
2XS2,33,28.2565,-100.158997,0,337.2
2XS3,16,32.022499,-95.702797,0,160.0
2XS3,34,32.011398,-95.698097,0,316.9
2XS5,17,30.0144,-98.426102,0,170.0
2XS5,35,30.006399,-98.4244,0,311.1
