apt,ident,lat,lon,elev,hdg
K1G3,19,41.156799,-81.414001,1134,189.0
K1G4,17,35.990398,-113.816002,4762,185.0
K1G4,35,35.976501,-113.818001,4825,209.0
K1G5,01,41.1269,-81.762001,1170,1.0
K1G5,19,41.1348,-81.761803,1190,181.0
K1G5,09,41.131401,-81.773804,1169,84.0
K1G5,27,41.132401,-81.760902,1183,264.0
K1H0,07,38.726398,-90.509804,0,66.3
K1H0,25,38.729801,-90.500099,0,270.0
K1H0,16,38.731602,-90.513397,451,158.0
K1H0,34,38.7201,-90.507599,462,338.0
K1H2,01,39.065201,-88.535004,572,7.0
K1H2,19,39.074501,-88.533501,581,187.0
K1H2,11,39.073601,-88.541298,585,113.0
K1H2,29,39.0681,-88.524803,573,293.0
K1H3,09,38.471699,-91.822304,0,92.5
K1H3,27,38.471298,-91.810402,0,211.0
K1H5,17,36.9944,-91.955101,1247,170.0
K1H5,35,36.984901,-91.953003,1223,332.5
K1H8,04,39.297901,-88.007698,652,39.0
K1H8,22,39.306499,-87.998802,654,219.0
K1H8,18,39.305901,-88.0056,653,177.0
K1H8,36,39.300499,-88.005699,651,0.1
K1I5,12,42.365101,-74.07,0,106.0
K1I5,30,42.3634,-74.061897,0,218.0
K1J0,01,30.840401,-85.602402,83,10.0
K1J0,19,30.8512,-85.600304,84,190.0
K1K2,01,34.845299,-97.586601,968,15.0
K1K2,19,34.853298,-97.584099,966,195.0
K1K4,13,35.157799,-97.473701,1167,136.0
K1K4,31,35.151699,-97.466797,1156,316.0
K1K4,17,35.158001,-97.470299,1168,181.0
K1K4,35,35.153,-97.470398,1161,1.0
K1K7,17,37.587002,-95.837097,0,180.0
K1K7,35,37.574402,-95.836998,0,319.1
K1K9,03,37.452499,-100.987999,0,30.0
K1K9,21,37.4603,-100.982002,0,250.6
K1L0,17,30.092699,-90.583504,4,172.0
K1L0,35,30.081699,-90.581802,6,352.0
K1L1,17,37.7938,-114.420998,4831,182.0
K1L1,35,37.7812,-114.420998,4799,233.7
K1L3,16,35.451099,-114.908997,0,180.0
K1L3,34,35.437199,-114.908997,0,350.0
K1L7,13,37.7505,-111.575996,5733,139.0
K1L7,31,37.740101,-111.565002,5714,319.0
K1L8,18,37.143398,-113.305,0,193.5
K1L8,36,37.1343,-113.307999,0,270.0
K1L9,04,37.855598,-112.822998,0,55.8
K1L9,22,37.8633,-112.808998,0,315.3
K1M2,03,33.141701,-90.517799,109,32.0
K1M2,21,33.148701,-90.512703,109,212.0
K1M4,18,34.287201,-87.600197,930,182.0
K1M4,36,34.273499,-87.6007,903,2.0
K1M5,01,36.586102,-86.4786,818,11.0
K1M5,19,36.599602,-86.475304,771,191.0
K1M9,02,36.8116,-87.9104,550,20.0
K1M9,20,36.824001,-87.904701,572,263.0
K1MO,08,37.119999,-92.317299,1458,81.0
K1MO,26,37.121498,-92.305199,1476,261.0
K1N1,09,35.095798,-106.176003,0,100.2
K1N1,27,35.093201,-106.158997,0,292.8
K1N7,07,40.969101,-75.002403,367,61.0
K1N7,25,40.973202,-74.992599,372,241.0
K1O1,08,34.2435,-98.744499,1128,90.0
K1O1,26,34.2435,-98.739403,1128,270.0
K1O1,17,34.243698,-98.738602,1126,181.0
K1O1,35,34.2351,-98.738701,1128,1.0
K1O2,10,38.993,-122.905998,1379,119.0
K1O2,28,38.988201,-122.894997,1368,299.0
K1O3,08,38.203098,-121.276001,60,92.0
K1O3,26,38.202702,-121.263001,54,272.0
K1O3,12,38.203701,-121.269997,59,135.0
K1O3,30,38.199699,-121.264999,58,315.0
K1O4,17,35.738602,-98.730301,1731,180.0
K1O4,35,35.730099,-98.730103,1731,360.0
K1O5,05,41.730701,-122.551003,2516,69.0
K1O5,23,41.7327,-122.542999,2522,256.0
K1O5,14,41.734402,-122.546997,2524,160.1
K1O5,32,41.7258,-122.542999,2517,323.0
K1O8,17,34.462799,-99.171303,1248,180.0
K1O8,35,34.454399,-99.171303,1246,360.0
K1Q2,16,40.656601,-120.767998,5114,181.0
K1Q2,34,40.644001,-120.768997,5116,1.0
K1Q4,12,37.681499,-121.305,56,137.9
K1Q4,30,37.674099,-121.296997,61,286.0
K1R1,17,31.6726,-92.158302,0,178.7
K1R1,35,31.6621,-92.158096,0,181.5
K1R4,01,31.122299,-92.5028,0,15.0
K1R4,19,31.1304,-92.499802,0,197.6
K1R7,04,31.6012,-90.415298,489,48.0
K1R7,22,31.6105,-90.403397,484,228.0
K1R8,08,30.8699,-87.828102,206,86.0
K1R8,26,30.870899,-87.8106,248,266.0
K1S3,08,46.2719,-106.633003,2727,96.0
K1S3,26,46.270401,-106.613998,2726,276.0
K1S5,07,46.327099,-119.976997,746,90.0
K1S5,25,46.327,-119.963997,768,270.0
K1S9,17,48.318699,-117.741997,0,190.0
K1S9,35,48.309399,-117.745003,0,240.1
K1T7,12,29.8151,-98.4291,1250,125.6
K1T7,30,29.810301,-98.421402,0,293.0
K1U2,02,43.847599,-112.505997,4772,53.0
K1U2,20,43.854301,-112.497002,4787,355.6
K1U7,10,42.2547,-111.348,5926,115.0
K1U7,28,42.2481,-111.329002,5928,227.0
K1U7,16,42.254101,-111.347,5927,174.0
K1U7,34,42.241501,-111.345001,5926,298.0
K1V0,06,36.806099,-107.658997,0,71.1
K1V0,24,36.8106,-107.642998,0,250.0
K1V2,17,42.015999,-101.769997,0,178.4
K1V2,35,42.0051,-101.768997,0,350.0
K1V6,11,38.4328,-105.115997,5439,120.0
K1V6,29,38.425598,-105.099998,5378,300.0
K1V6,17,38.430599,-105.101997,5408,179.0
K1V6,35,38.4217,-105.101997,5360,225.0
K1V8,12,37.791801,-106.055,7598,125.0
K1V8,30,37.778,-106.038002,7597,315.0
K1X1,18,36.111301,-100.024002,2566,191.0
K1X1,36,36.100601,-100.027,2537,11.0
K20A,05,33.968601,-86.386002,0,50.0
K20A,23,33.9744,-86.3741,0,270.0
K20M,18,33.1376,-88.535698,0,179.0
K20M,36,33.129398,-88.5355,0,315.0
K20N,15,41.988602,-73.967903,148,140.0
K20N,33,41.9818,-73.960403,134,320.0
K20R,13,28.701099,-99.821404,0,136.4
K20R,31,28.694201,-99.813904,0,305.0
K20U,12,46.9291,-103.987999,2756,133.0
K20U,30,46.9212,-103.975998,2748,313.0
K20V,09,40.055302,-106.378998,7395,104.0
K20V,27,40.051701,-106.360001,7410,284.0
K21D,04,44.995701,-92.857101,924,39.0
K21D,22,45.000999,-92.850998,933,219.0
K21D,14,44.999599,-92.860901,923,137.0
K21D,32,44.993801,-92.853401,926,317.0
K21F,17,33.233101,-98.147102,1055,175.5
K21F,35,33.2243,-98.146301,0,352.4
K22F,17,33.233799,-100.569,2006,176.8
K22F,35,33.224701,-100.568001,1988,178.3
K22I,09,39.327099,-82.448502,956,79.0
K22I,27,39.329102,-82.435097,958,337.3
K22M,11,34.2775,-89.042999,417,113.0
K22M,29,34.2743,-89.033798,439,230.0
K22N,08,40.807999,-75.766502,534,69.0
K22N,26,40.811001,-75.756401,509,249.0
K22S,13,42.723099,-120.567001,0,149.0
K22S,31,42.712799,-120.558998,0,175.6
K23M,16,32.0891,-88.7407,0,160.0
K23M,34,32.080799,-88.737198,0,202.7
K23R,17,29.143,-98.942497,674,173.0
K23R,35,29.133801,-98.941399,702,353.0
K24A,15,35.320702,-83.212997,2857,142.0
K24A,33,35.314201,-83.206802,2808,216.0
K24F,05,32.743301,-94.308502,216,53.1
K24F,23,32.7486,-94.300201,218,216.0
K24J,07,30.2981,-83.030701,101,69.0
K24J,25,30.302099,-83.0187,103,249.0
K24N,17,36.838799,-106.884003,7536,182.0
K24N,35,36.818199,-106.885002,7618,2.0
K24R,12,28.688299,-99.193497,0,126.0
K24R,30,28.6828,-99.184898,542,234.0
K25D,13,45.250599,-92.998299,920,136.0
K25D,31,45.245399,-92.991096,920,288.2
K25J,18,31.705999,-84.827202,456,184.0
K25J,36,31.6978,-84.826797,460,342.0
K25M,03,34.717602,-89.018501,437,32.0
K25M,21,34.727901,-89.010803,465,212.0
K26,18,39.316002,-93.5065,0,181.0
K26,36,39.308899,-93.506599,0,1.0
K26A,09,33.284,-85.815598,0,90.0
K26A,27,33.284,-85.802498,0,353.3
K26R,14,29.004999,-96.584602,61,150.0
K26R,32,28.997,-96.5793,61,330.0
K26U,16,42.0103,-117.723999,4478,176.0
K26U,34,41.994202,-117.723,4423,0.6
K27A,10,34.096001,-82.822403,600,99.0
K27A,28,34.094398,-82.809303,603,279.0
K27K,03,38.2276,-84.438904,931,26.0
K27K,21,38.241199,-84.430496,947,206.0
K27R,17,30.868099,-100.611,0,176.8
K27R,35,30.8563,-100.611,0,328.0
K28J,09,29.657801,-81.699997,32,87.0
K28J,27,29.6586,-81.681099,31,267.0
K28J,17,29.662201,-81.690598,29,165.0
K28J,35,29.6528,-81.687798,48,345.0
K29D,10,41.146301,-80.175903,1349,92.0
K29D,28,41.145802,-80.159599,1297,272.0
K29S,10,45.051701,-110.752998,0,113.0
K29S,28,45.0481,-110.740997,0,295.0
K2A0,03,35.480202,-84.935097,711,29.0
K2A0,21,35.492298,-84.927101,719,209.0
K2A1,18,36.3545,-84.946602,1694,180.0
K2A1,36,36.344898,-84.946701,1678,1.7
K2A2,05,35.647099,-92.410599,1270,57.0
K2A2,23,35.654301,-92.397102,1270,237.0
K2A5,02,35.906799,-79.6194,721,16.0
K2A5,20,35.916801,-79.615799,717,196.0
K2A6,15,34.587601,-91.169197,175,148.0
K2A6,33,34.577301,-91.161301,176,247.0
K2B3,12,43.4006,-72.198303,0,102.9
K2B3,30,43.399399,-72.1912,0,336.8
K2B3,18,43.4006,-72.1978,0,164.6
K2B3,36,43.392502,-72.191101,0,214.0
K2B7,01,44.763199,-69.372704,175,347.0
K2B7,19,44.773899,-69.376099,198,167.0
K2C8,16,48.7882,-97.633598,892,166.0
K2C8,34,48.779499,-97.630203,891,346.0
K2CB,01,29.948099,-81.980598,196,10.0
K2CB,19,29.9569,-81.978897,196,270.0
K2CB,07,29.951401,-81.983101,196,70.0
K2CB,25,29.9533,-81.9767,196,314.6
K2D5,12,46.177502,-98.085503,1330,131.0
K2D5,30,46.171101,-98.075104,1335,311.0
K2D5,17,46.173599,-98.079201,0,180.0
K2D5,35,46.168301,-98.079201,0,330.4
K2E3,01,36.172699,-101.696999,3423,21.0
K2E3,19,36.1819,-101.692001,3417,201.0
K2E5,08,31.9475,-105.198997,3701,89.2
K2E5,26,31.947701,-105.183998,0,316.0
K2E7,17,35.251099,-100.543999,2816,180.0
K2E7,35,35.2425,-100.543999,2819,253.0
K2F0,07,30.9056,-101.891998,0,79.0
K2F0,25,30.9069,-101.883003,0,187.7
K2F0,14,30.9097,-101.894997,2200,150.0
K2F0,32,30.9,-101.888,0,233.0
K2F1,17,35.240799,-100.184998,2369,180.0
K2F1,35,35.231098,-100.184998,2367,274.0
K2F4,08,33.182201,-101.82,0,90.0
K2F4,26,33.182201,-101.811996,0,238.0
K2F4,17,33.1814,-101.82,0,180.0
K2F4,35,33.172501,-101.82,0,0.2
K2F5,16,32.760502,-101.917999,2992,165.0
K2F5,34,32.7469,-101.9142,2986,345.0
K2F5,7,32.758,-101.9315,2992,75.0
K2F5,25,32.7607,-101.9189,2991,255.0
K2F7,18,33.298199,-95.896103,515,183.0
K2F7,36,33.287498,-95.896698,506,3.0
K2G1,02,41.664299,-81.1987,994,22.0
K2G1,20,41.6698,-81.195702,968,202.0
K2G2,14,40.364399,-80.706497,1196,134.0
K2G2,32,40.355999,-80.695198,1192,314.0
K2G4,09,39.579498,-79.344597,2933,79.0
K2G4,27,39.5821,-79.327202,2877,259.0
K2G9,14,40.040001,-79.016998,0,140.1
K2G9,32,40.034401,-79.010803,0,247.0
K2G9,7,40.035,-79.0224,2275,56.0
K2G9,25,40.042702,-79.007599,2202,236.0
K2GC,17,34.888901,-78.836601,0,170.0
K2GC,35,34.879398,-78.834503,0,209.4
K2H0,04,39.405899,-88.847801,617,39.0
K2H0,22,39.4114,-88.842003,613,299.0
K2H0,14,39.412498,-88.846703,0,142.3
K2H0,32,39.405602,-88.839798,0,218.0
K2H0,18,39.418301,-88.847504,618,180.0
K2H0,36,39.407001,-88.847504,618,360.0
K2H2,18,36.9664,-93.695198,1434,181.0
K2H2,36,36.958199,-93.695396,1426,1.0
K2H9,15,48.669701,-99.854698,1620,156.2
K2H9,33,48.6619,-99.850304,1620,245.0
K2I0,05,37.3508,-87.406403,439,51.0
K2I0,23,37.361099,-87.390099,418,231.0
K2I3,02,37.606499,-86.508598,577,17.0
K2I3,20,37.613701,-86.505798,577,197.0
K2IS,13,26.740999,-81.057602,20,135.0
K2IS,31,26.729401,-81.044601,20,270.5
K2J2,14,31.788401,-81.645203,93,138.0
K2J2,32,31.7808,-81.637199,96,318.0
K2J3,13,32.990601,-82.3908,0,133.0
K2J3,31,32.981201,-82.378899,0,224.1
K2J5,17,32.898899,-81.966797,237,168.0
K2J5,35,32.888199,-81.963997,223,348.0
K2K3,08,37.5797,-101.734001,3324,90.0
K2K3,26,37.5797,-101.726997,3319,270.0
K2K3,17,37.590099,-101.734001,3319,180.0
K2K3,35,37.5788,-101.734001,3324,265.0
K2K4,17,34.898399,-99.528198,1620,180.0
K2K4,35,34.886799,-99.528198,1643,218.0
K2K7,02,37.431099,-95.649696,822,29.0
K2K7,20,37.438301,-95.644798,841,209.0
K2K7,15,37.4389,-95.646004,840,156.0
K2K7,33,37.433701,-95.642998,825,196.1
K2K9,17,35.835602,-95.666901,0,180.0
K2K9,35,35.8256,-95.666901,0,218.0
K2L0,18,31.3463,-92.443497,0,180.6
K2L0,36,31.3381,-92.443604,0,0.6
K2M0,5,37.111301,-87.862198,584,46.9
K2M0,23,37.118999,-87.851898,541,226.9
K2M2,17,35.241001,-87.259903,936,167.0
K2M2,35,35.2276,-87.255997,927,347.0
K2M4,16,32.358299,-89.490402,0,162.0
K2M4,34,32.3489,-89.486801,0,275.5
K2M8,18,35.283798,-89.931,247,184.0
K2M8,36,35.2742,-89.9319,242,4.0
K2MO,18,37.072102,-93.884102,1226,181.0
K2MO,36,37.063301,-93.8843,1246,1.0
K2O1,06,39.9431,-120.953003,3418,82.0
K2O1,24,39.944698,-120.938004,3408,262.0
K2O3,16,38.5844,-122.435997,1848,174.4
K2O3,34,38.5756,-122.434998,1805,221.8
K2O6,12,37.115601,-120.251,237,134.6
K2O6,30,37.109402,-120.242996,242,270.0
K2O7,05,36.816299,-118.208,3908,68.0
K2O7,23,36.817799,-118.203003,3880,248.0
K2O7,14,36.820599,-118.208,3894,157.0
K2O7,32,36.8116,-118.202003,3893,337.0
K2O8,17,35.512699,-98.3424,1577,180.0
K2O8,35,35.501701,-98.3424,1587,360.0
K2R0,02,31.6395,-88.637398,0,20.0
K2R0,20,31.6525,-88.632103,164,270.0
K2R1,04,29.8958,-91.669197,0,37.0
K2R1,22,29.902201,-91.6633,0,217.0
K2R2,18,39.7528,-86.474297,897,176.4
K2R2,36,39.740799,-86.475197,864,180.0
K2R4,18,30.6427,-86.9935,79,182.0
K2R4,36,30.6325,-86.993797,79,2.0
K2R5,06,30.4991,-88.280602,129,59.0
K2R5,24,30.5047,-88.269699,131,239.0
K2R6,18,30.960899,-92.2341,59,180.0
K2R6,36,30.9526,-92.2341,59,360.0
K2R7,13,30.8228,-90.114998,0,137.0
K2R7,31,30.8167,-90.108299,0,270.0
K2R9,16,28.8293,-97.866501,289,169.0
K2R9,34,28.820601,-97.864601,272,349.0
K2RR,16,27.785601,-81.208,0,160.0
K2RR,34,27.7731,-81.200798,0,360.0
K2S4,17,46.969601,-119.066002,0,187.0
K2S4,35,46.961102,-119.067001,0,230.5
K2S7,17,42.588299,-121.875999,0,180.0
K2S7,35,42.578098,-121.875999,0,321.0
K2S8,02,47.750801,-118.747002,0,36.0
K2S8,20,47.757702,-118.738998,0,288.0
K2S9,11,46.7005,-123.828003,0,135.0
K2S9,29,46.694698,-123.819,0,269.0
K2T1,07,34.183601,-102.649002,3779,78.0
K2T1,25,34.1866,-102.633003,3767,258.0
K2V5,17,40.1078,-102.240997,3677,180.0
K2V5,35,40.092999,-102.240997,3637,360.0
K2V6,12,40.1059,-102.716003,0,129.2
K2V6,30,40.1008,-102.707001,0,346.0
K2V6,16,40.1101,-102.714996,0,169.4
K2V6,34,40.098701,-102.713997,0,225.5
K2W5,02,38.598999,-77.073097,0,8.0
K2W5,20,38.604099,-77.072197,0,188.0
K2W5,18,38.603901,-77.074303,170,167.0
K2W5,36,38.595901,-77.071999,156,347.0
K2W6,11,38.316601,-76.557198,142,102.0
K2W6,29,38.314098,-76.543098,125,282.0
K2Y4,12,42.390202,-94.624298,0,117.3
K2Y4,30,42.385399,-94.613098,0,360.0
K30K,17,37.911098,-100.531998,0,180.0
K30K,35,37.902802,-100.530998,0,325.2
K31E,14,39.6684,-74.311996,0,134.0
K31E,32,39.6623,-74.303802,0,0.5
K32A,11,35.088902,-93.436096,371,106.0
K32A,29,35.084999,-93.418999,387,286.0
K32S,12,46.528702,-114.057999,3535,133.0
K32S,30,46.5215,-114.046997,3610,313.0
K33J,11,31.054199,-85.875,0,110.0
K33J,29,31.0509,-85.8629,0,315.0
K33K,18,37.913502,-99.402397,2168,187.0
K33K,36,37.904499,-99.403801,2171,7.0
K33M,15,34.1703,-89.688698,270,150.0
K33M,33,34.1632,-89.683701,270,226.0
K33N,09,39.2169,-75.602699,54,73.0
K33N,27,39.2197,-75.590599,44,253.0
K33R,16,31.0895,-95.165703,332,163.7
K33R,34,31.080299,-95.162498,340,316.0
K33S,01,47.118801,-118.392998,0,28.0
K33S,19,47.127602,-118.386002,0,208.0
K33U,11,40.9231,-109.400002,6542,123.2
K33U,29,40.913101,-109.382004,6560,358.9
K33V,03,40.744499,-106.278999,8153,45.8
K33V,21,40.755798,-106.264,8150,225.8
K34,03,38.802299,-94.959198,0,39.0
K34,21,38.8069,-94.954498,0,219.0
K34,08,38.810001,-94.959,1029,90.0
K34,26,38.809898,-94.948601,1032,270.0
K34,17,38.8097,-94.9589,1029,180.0
K34,35,38.8008,-94.9589,1049,0.0
K34M,18,36.490299,-90.015602,0,176.9
K34M,36,36.481899,-90.014999,0,356.9
K34R,17,29.3944,-96.9561,278,179.0
K34R,35,29.3855,-96.956001,262,359.0
K35A,05,34.683701,-81.645401,573,47.0
K35A,23,34.690201,-81.636902,610,227.0
K35D,11,42.530899,-85.830498,704,98.0
K35D,29,42.529301,-85.814697,703,278.0
K35D,15,42.533199,-85.828598,700,140.0
K35D,33,42.5298,-85.824898,704,320.0
K35S,07,45.589401,-120.681,0,90.0
K35S,25,45.589401,-120.667999,0,270.0
K36K,02,37.9669,-101.252998,0,25.0
K36K,20,37.973598,-101.249001,0,205.0
K36K,14,37.973301,-101.260002,0,142.0
K36K,32,37.965,-101.254997,0,322.0
K36S,04,41.7883,-123.392998,1208,58.6
K36S,22,41.7925,-123.384003,1208,238.6
K37F,17,33.489201,-99.586403,1473,178.0
K37F,35,33.4804,-99.585999,1473,358.0
K37K,18,33.9319,-97.295197,690,189.0
K37K,36,33.919998,-97.297501,690,9.0
K37T,15,36.1693,-92.147797,733,151.0
K37T,33,36.162102,-92.142799,696,331.0
K37V,15,40.343201,-99.9086,0,157.2
K37V,33,40.335701,-99.904404,0,337.2
K38D,10L,40.9482,-80.868896,1152,90.1
K38D,28R,40.9482,-80.856499,1162,270.1
K38D,10R,40.947899,-80.865997,1150,90.5
K38D,28L,40.9478,-80.856598,1162,270.5
K38J,11,33.73,-79.521301,51,106.4
K38J,29,33.727299,-79.510597,54,286.4
K38S,13,46.393101,-112.773003,4689,136.0
K38S,31,46.384399,-112.761002,4642,316.0
K38U,13,38.3689,-111.601997,0,142.8
K38U,31,38.355999,-111.589996,0,322.8
K39N,10,40.398998,-74.665298,120,89.0
K39N,28,40.3992,-74.652702,128,269.0
K3A2,07,36.408199,-83.560097,0,64.0
K3A2,25,36.4118,-83.551002,0,244.0
K3A4,17,35.946098,-79.685997,677,175.0
K3A4,35,35.937801,-79.685097,737,355.0
K3A7,16,32.8256,-87.864998,0,155.0
K3A7,34,32.816399,-87.860001,0,335.0
K3AU,18,37.677399,-97.077301,1327,184.0
K3AU,36,37.665901,-97.0784,1304,4.0
K3B0,02,42.096401,-72.039703,689,8.0
K3B0,20,42.1059,-72.037903,699,188.0
K3B0,10,42.101398,-72.044701,0,85.9
K3B0,28,42.1017,-72.039398,0,265.9
K3B1,03,45.459599,-69.553703,1374,8.3
K3B1,21,45.467701,-69.551804,1396,188.3
K3B1,14,45.465099,-69.557602,1379,117.0
K3B1,32,45.459999,-69.5438,1368,297.0
K3B4,12,43.144199,-70.776703,124,109.0
K3B4,30,43.141899,-70.767502,106,289.0
K3B5,11,44.189098,-70.237297,0,101.0
K3B5,29,44.188,-70.229202,0,281.0
K3B5,12,44.1903,-70.236198,355,110.0
K3B5,30,44.188301,-70.228699,350,290.0
K3BS,06,43.660198,-84.265297,620,60.0
K3BS,24,43.665401,-84.252899,634,240.0
K3BS,18,43.667198,-84.264099,627,180.1
K3BS,36,43.659,-84.264099,620,0.1
K3C8,14,40.923801,-72.793999,75,131.0
K3C8,32,40.9058,-72.7668,52,311.0
K3CK,08,42.2061,-88.328499,885,79.9
K3CK,26,42.2075,-88.317596,886,260.0
K3CM,05,43.543999,-83.899803,582,45.0
K3CM,23,43.549099,-83.892799,582,225.0
K3CM,18,43.552399,-83.895401,583,176.0
K3CM,36,43.542,-83.894501,581,356.0
K3CU,08,46.195499,-91.256104,0,77.8
K3CU,26,46.197201,-91.245201,0,257.8
K3CU,16,46.1992,-91.248299,1346,164.9
K3CU,34,46.189301,-91.244499,1359,344.9
K3DW,11,37.2243,-93.254799,1352,108.0
K3DW,29,37.220798,-93.241699,1374,288.0
K3E0,02,35.709202,-100.607002,2720,34.0
K3E0,20,35.7183,-100.598999,2716,214.0
K3F2,17,32.421902,-99.000298,1592,180.0
K3F2,35,32.411701,-99.000298,1612,360.0
K3F3,18,32.079601,-93.764801,317,185.7
K3F3,36,32.067299,-93.766296,324,5.7
K3F4,09,32.861301,-94.014999,0,89.6
K3F4,27,32.861401,-94.005302,0,269.6
K3F6,17,34.032001,-100.281998,1859,180.0
K3F6,35,34.0233,-100.281998,1850,360.0
K3F7,17,35.811501,-96.421799,803,181.0
K3F7,35,35.8022,-96.421997,851,1.0
K3F9,18,32.681099,-95.510696,429,180.6
K3F9,36,32.672298,-95.510902,404,0.6
K3FU,13,45.033298,-99.1166,1567,136.0
K3FU,31,45.027401,-99.108597,1570,316.0
K3G1,10,42.044601,-79.859299,0,91.0
K3G1,28,42.044399,-79.848503,0,271.0
K3G2,17,48.301102,-95.629204,0,163.7
K3G2,35,48.292198,-95.625298,0,343.7
K3G3,02,40.996799,-81.756302,965,10.5
K3G3,20,41.006302,-81.753998,973,190.5
K3G3,10,41.005501,-81.762703,963,90.2
K3G3,28,41.005501,-81.754898,971,270.2
K3G4,01,40.898201,-82.255699,1205,1.0
K3G4,19,40.907799,-82.2556,1186,181.0
K3G5,05,39.446098,-79.672501,0,50.0
K3G5,23,39.454102,-79.660301,0,230.0
K3G6,17,40.909801,-81.000702,1185,171.7
K3G6,35,40.902199,-80.999298,1178,351.7
K3GM,09,43.0341,-86.2034,602,90.0
K3GM,27,43.034199,-86.189301,591,270.0
K3GM,18,43.036701,-86.2015,603,180.0
K3GM,36,43.030998,-86.2015,598,360.0
K3GV,05,39.014099,-94.2164,818,57.0
K3GV,23,39.0173,-94.2099,834,237.0
K3GV,09,39.014301,-94.223602,817,91.0
K3GV,27,39.014,-94.207802,818,271.0
K3H4,16,47.363899,-97.061401,904,170.7
K3H4,34,47.355,-97.059402,904,350.7
K3HO,18,41.5602,-87.263901,630,180.0
K3HO,36,41.551601,-87.263901,610,360.0
K3I2,07,38.9123,-82.104897,638,64.9
K3I2,25,38.917,-82.092201,625,244.9
K3I3,08,39.548199,-87.382797,493,84.0
K3I3,26,39.549301,-87.370201,496,264.0
K3I3,18,39.548801,-87.378998,493,179.0
K3I3,36,39.5434,-87.378899,493,359.0
K3I4,10,38.259102,-80.656303,0,100.0
K3I4,28,38.2575,-80.644798,0,280.0
K3I7,03,39.9095,-84.402496,1027,23.5
K3I7,21,39.917099,-84.3983,1022,203.5
K3J0,11,32.869598,-81.088699,0,112.1
K3J0,29,32.865898,-81.077904,0,292.1
K3J1,36,32.489498,-80.994499,65,8.0
K3J1,18,32.495899,-80.990196,76,188.0
K3J7,07,33.5947,-83.1464,678,64.0
K3J7,25,33.6007,-83.131599,689,244.1
K3JC,05,39.041199,-96.844902,1095,56.6
K3JC,23,39.044102,-96.839104,1085,236.6
K3JC,13,39.043701,-96.843803,1090,139.1
K3JC,31,39.039799,-96.8395,1091,319.1
K3JC,18,39.049099,-96.843102,1082,193.7
K3JC,36,39.039799,-96.846001,1098,13.7
K3K3,13,37.994801,-101.75,3312,138.2
K3K3,31,37.988602,-101.742996,3303,318.2
K3K3,18,38.007999,-101.746002,3326,191.0
K3K3,36,37.9958,-101.749001,3315,11.0
K3K6,13,38.7355,-89.809799,477,137.0
K3K6,31,38.730301,-89.803299,469,317.0
K3K7,08,38.456902,-101.362,0,90.0
K3K7,26,38.456902,-101.352997,0,270.0
K3K8,17,37.229099,-99.332603,2085,175.0
K3K8,35,37.216702,-99.331398,2074,355.0
K3L2,03,35.795502,-115.626999,2581,43.8
K3L2,21,35.802101,-115.619003,2600,223.8
K3L2,12,35.799702,-115.633003,2585,134.0
K3L2,30,35.7934,-115.625,2578,314.0
K3LF,09,39.1674,-89.683899,682,90.0
K3LF,27,39.1674,-89.670097,690,270.0
K3LF,18,39.1632,-89.672401,685,179.8
K3LF,36,39.152199,-89.672302,680,359.8
K3M2,03,34.140598,-87.330597,0,30.0
K3M2,21,34.148602,-87.324997,0,210.0
K3M7,01,36.512901,-86.058998,970,6.3
K3M7,19,36.5238,-86.057503,952,186.3
K3M8,01,33.3797,-88.0075,230,7.0
K3M8,19,33.393799,-88.0056,237,187.0
K3M9,03,33.556301,-92.089203,197,37.5
K3M9,21,33.564602,-92.081596,235,217.5
K3MY,18,40.800201,-89.613998,786,175.0
K3MY,36,40.790298,-89.612801,774,355.0
K3N6,06,40.326401,-74.351303,63,44.2
K3N6,24,40.333401,-74.3423,86,224.2
K3O1,18,37.266899,-120.961998,75,195.7
K3O1,36,37.258301,-120.964996,75,15.7
K3O3,17,34.987499,-97.383202,1133,174.0
K3O3,35,34.979198,-97.382103,1143,354.0
K3O4,17,35.1744,-99.657997,0,179.0
K3O4,35,35.160702,-99.657799,0,359.0
K3O9,17,36.582298,-94.862503,0,174.0
K3O9,35,36.571602,-94.861099,0,354.0
K3P3,09,46.360802,-102.330002,2408,103.6
K3P3,27,46.358601,-102.316002,2408,283.6
K3R2,04,30.1569,-92.4897,0,44.8
K3R2,22,30.165199,-92.480003,0,224.9
K3R2,13,30.1649,-92.489304,0,135.1
K3R2,31,30.1572,-92.4804,0,315.2
K3R4,01,31.5434,-93.492302,0,23.7
K3R4,19,31.548,-93.489899,0,203.7
K3R4,12,31.5474,-93.489899,0,121.1
K3R4,30,31.5417,-93.478897,0,301.1
K3R7,08,30.241899,-92.684998,0,78.1
K3R7,26,30.244699,-92.669701,0,258.1
K3R7,13,30.244699,-92.6744,0,134.9
K3R7,31,30.237801,-92.666397,0,314.9
K3R7,17,30.2449,-92.667603,0,180.0
K3R7,35,30.2398,-92.667603,0,360.0
K3R9,16,30.362801,-97.995697,882,168.8
K3R9,34,30.3522,-97.993301,909,348.8
K3RC,09,44.472698,-84.574402,1156,90.0
K3RC,27,44.472698,-84.560402,1156,270.0
K3RC,18,44.479698,-84.567398,0,174.0
K3RC,36,44.4729,-84.566399,0,354.0
K3S4,18,42.109901,-123.68,0,197.0
